Source,Unit,Year,Invdate.fuels,Invdate.trees,Timestep,PlotID,InvID.fuels,count.ha_Live_ABCO,count.ha_Live_CADE,count.ha_Live_LIDE,count.ha_Live_OTHER,count.ha_Live_PILA,count.ha_Live_PIPO,count.ha_Live_PSME,count.ha_Live_QUKE,count.ha_Live_(all),count.ha_Snag_ABCO,count.ha_Snag_CADE,count.ha_Snag_LIDE,count.ha_Snag_OTHER,count.ha_Snag_PILA,count.ha_Snag_PIPO,count.ha_Snag_PSME,count.ha_Snag_QUKE,count.ha_Snag_(all),count.ha_(all)_(all),BA.mha.sum_Live_ABCO,BA.mha.sum_Live_CADE,BA.mha.sum_Live_LIDE,BA.mha.sum_Live_OTHER,BA.mha.sum_Live_PILA,BA.mha.sum_Live_PIPO,BA.mha.sum_Live_PSME,BA.mha.sum_Live_QUKE,BA.mha.sum_Live_(all),BA.mha.sum_Snag_ABCO,BA.mha.sum_Snag_CADE,BA.mha.sum_Snag_LIDE,BA.mha.sum_Snag_OTHER,BA.mha.sum_Snag_PILA,BA.mha.sum_Snag_PIPO,BA.mha.sum_Snag_PSME,BA.mha.sum_Snag_QUKE,BA.mha.sum_Snag_(all),BA.mha.sum_(all)_(all),pBA_Live_ABCO,pBA_Live_CADE,pBA_Live_LIDE,pBA_Live_OTHER,pBA_Live_PILA,pBA_Live_PIPO,pBA_Live_PSME,pBA_Live_QUKE,pBA_Live_(all),pBA_Snag_ABCO,pBA_Snag_CADE,pBA_Snag_LIDE,pBA_Snag_OTHER,pBA_Snag_PILA,pBA_Snag_PIPO,pBA_Snag_PSME,pBA_Snag_QUKE,pBA_Snag_(all),pBA_(all)_(all),pBA_ABCO_(all),pBA_CADE_(all),pBA_LIDE_(all),pBA_OTHER_(all),pBA_PILA_(all),pBA_PIPO_(all),pBA_PSME_(all),pBA_QUKE_(all),fuelload_litter_tonha,fuelload_duff_tonha,fuelload_litterduff_tonha,fuelload_1h_tonha,fuelload_10h_tonha,fuelload_100h_tonha,fuelload_1000s_tonha,fuelload_1000r_tonha,fuelload_1000h_tonha,fuelload_1.100h_tonha,fuelload_1.1000h_tonha,fuelload_total_tonha,fuelload_surface_tonha,Treatment,disturbance
FFS,380,2003,12/11/02,6/1/03,Intermediate,0380-00010,20021238010,24.70966148,0,0,0,0,24.70966148,49.41932296,0,98.83864591,0,24.70966148,0,0,0,0,0,0,24.70966148,123.5483074,6.349634611,0,0,0,0,6.732669045,9.706023085,0,22.78832674,0,1.746623047,0,0,0,0,0,0,1.746623047,24.53494979,0.258799576,0,0,0,0,0.274411364,0.395599876,0,0.928810816,0,0.071189184,0,0,0,0,0,0,0.071189184,1,0.258799576,0.071189184,0,0,0,0.274411364,0.395599876,0,3.900563913,0,6.879713934,0.20143804,1.659331436,1.663902146,1.28627672,0,1.28627672,3.524671622,4.810948342,8.711512255,8.711512255,MechBurn,Burn
FFS,380,2001,6/21/01,6/1/01,Pretreatment,0380-00015,20010638015,0,49.41932296,0,0,24.70966148,49.41932296,98.83864591,98.83864591,321.2255992,0,24.70966148,0,0,0,0,0,0,24.70966148,345.9352607,0,1.94513646,0,0,6.461127382,23.52687659,14.93552893,9.098528183,55.96719755,0,0.419364194,0,0,0,0,0,0,0.419364194,56.38656174,0,0.034496454,0,0,0.114586298,0.417242617,0.264877454,0.161359868,0.992562693,0,0.007437307,0,0,0,0,0,0,0.007437307,1,0,0.041933762,0,0,0.114586298,0.417242617,0.264877454,0.161359868,18.40981612,54.25983018,99.41593237,0.887065621,0.287618566,13.95190429,0,0,0,15.12658848,15.12658848,87.79623477,33.5364046,MechBurn,None
FFS,380,2003,7/1/03,6/1/03,Post_1,0380-00015,20030738015,0,24.70966148,0,0,0,49.41932296,0,74.12898443,148.2579689,0,0,0,0,0,0,0,0,0,148.2579689,0,1.688887452,0,0,0,24.49683459,0,6.786678511,32.97240055,0,0,0,0,0,0,0,0,0,32.97240055,0,0.051221246,0,0,0,0.742949685,0,0.205829069,1,0,0,0,0,0,0,0,0,0,1,0,0.051221246,0,0,0,0.742949685,0,0.205829069,3.451283754,0,13.35555523,0.88569365,0.577387738,0,0,0,0,1.463081389,1.463081389,4.914365142,4.914365142,MechBurn,None
FFS,380,2009,6/1/09,6/1/09,Post_7,0380-00015,20090638015,0,0,0,0,0,49.41932296,0,74.12898443,123.5483074,0,24.70966148,0,0,0,0,0,24.70966148,49.41932296,172.9676303,0,0,0,0,0,26.78764716,0,7.884877455,34.67252461,0,1.521502743,0,0,0,0,0,1.632122203,3.153624946,37.82614956,0,0,0,0,0,0.708178006,0,0.208450438,0.916628444,0,0.040223569,0,0,0,0,0,0.043147987,0.083371556,1,0,0.040223569,0,0,0,0.708178006,0,0.251598425,6.762252643,0,26.97422685,0.069386915,0.525498956,1.892141661,7.340415094,0,7.340415094,2.487027532,9.827442626,16.58969527,16.58969527,MechBurn,None
BFRS,380,2016,6/22/16,6/22/16,Post_14,0380-00015,7265,0,0,0,0,0,49.41932296,0,74.12898443,123.5483074,0,0,0,0,0,0,0,0,0,123.5483074,0,0,0,0,0,29.65184056,0,8.57220844,38.224049,0,0,0,0,0,0,0,0,0,38.224049,0,0,0,0,0,0.775737823,0,0.224262177,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.775737823,0,0.224262177,7.318325195,25.37534131,55.34997168,0.157596247,0,0,41.35809221,5.244577653,46.60266986,0.157596247,46.76026611,79.45393261,54.0785913,MechBurn,None
FFS,380,2001,5/15/02,6/1/01,Intermediate,0380-00015,20020538015,0,49.41932296,0,0,24.70966148,49.41932296,98.83864591,98.83864591,321.2255992,0,24.70966148,0,0,0,0,0,0,24.70966148,345.9352607,0,1.94513646,0,0,6.461127382,23.52687659,14.93552893,9.098528183,55.96719755,0,0.419364194,0,0,0,0,0,0,0.419364194,56.38656174,0,0.034496454,0,0,0.114586298,0.417242617,0.264877454,0.161359868,0.992562693,0,0.007437307,0,0,0,0,0,0,0.007437307,1,0,0.041933762,0,0,0.114586298,0.417242617,0.264877454,0.161359868,12.27321075,39.79054213,69.59115266,0.325257395,0.862855698,6.975952145,2.709333331,1.283608632,3.992941963,8.164065237,12.1570072,64.22076008,24.43021795,MechBurn,Harvest
FFS,380,2003,7/15/02,6/1/03,Intermediate,0380-00015,20020738015,0,24.70966148,0,0,0,49.41932296,0,74.12898443,148.2579689,0,0,0,0,0,0,0,0,0,148.2579689,0,1.688887452,0,0,0,24.49683459,0,6.786678511,32.97240055,0,0,0,0,0,0,0,0,0,32.97240055,0,0.051221246,0,0,0,0.742949685,0,0.205829069,1,0,0,0,0,0,0,0,0,0,1,0,0.051221246,0,0,0,0.742949685,0,0.205829069,5.17692563,14.87611916,33.38888808,0.654643133,1.732163215,3.75961458,0,0,0,6.146420928,6.146420928,26.19946572,11.32334656,MechBurn,Mastication
FFS,380,2003,12/11/02,6/1/03,Intermediate,0380-00015,20021238015,0,24.70966148,0,0,0,49.41932296,0,74.12898443,148.2579689,0,0,0,0,0,0,0,0,0,148.2579689,0,1.688887452,0,0,0,24.49683459,0,6.786678511,32.97240055,0,0,0,0,0,0,0,0,0,32.97240055,0,0.051221246,0,0,0,0.742949685,0,0.205829069,1,0,0,0,0,0,0,0,0,0,1,0,0.051221246,0,0,0,0.742949685,0,0.205829069,1.725641877,0,6.677777616,0.115525259,0.288693869,0,0,0,0,0.404219128,0.404219128,2.129861005,2.129861005,MechBurn,Burn
FFS,380,2001,6/20/01,6/1/01,Pretreatment,0380-00102,2.00106E+11,24.70966148,345.9352607,0,0,24.70966148,24.70966148,123.5483074,0,543.6125525,0,0,0,0,0,0,24.70966148,24.70966148,49.41932296,593.0318755,0.408030551,14.46409596,0,0,11.17995946,10.68475301,16.91858652,0,53.6554255,0,0,0,0,0,0,3.843055876,0.823552174,4.66660805,58.32203355,0.006996165,0.248003972,0,0,0.191693581,0.183202683,0.290089105,0,0.919985505,0,0,0,0,0,0,0.065893722,0.014120773,0.080014495,1,0.006996165,0.248003972,0,0,0.191693581,0.183202683,0.355982827,0.014120773,9.316660414,32.50651347,47.6496668,0.946614073,3.04985966,7.207488394,1.411482572,29.33212275,30.74360533,11.20396213,41.94756745,83.77074134,51.26422787,MechBurn,None
FFS,380,2003,7/1/03,6/1/03,Post_1,0380-00102,2.00307E+11,24.70966148,197.6772918,0,0,24.70966148,24.70966148,74.12898443,0,345.9352607,0,24.70966148,0,0,0,0,0,0,24.70966148,370.6449222,0.436655762,9.458526599,0,0,11.41687917,10.68475301,15.80303778,0,47.79985233,0,0.353691167,0,0,0,0,0,0,0.353691167,48.1535435,0.009067988,0.196424311,0,0,0.23709323,0.221889237,0.328180164,0,0.99265493,0,0.00734507,0,0,0,0,0,0,0.00734507,1,0.009067988,0.203769381,0,0,0.23709323,0.221889237,0.328180164,0,6.863965508,23.23781549,35.01261013,0.430751869,1.971923477,8.888255214,0,0,0,11.29093056,11.29093056,41.39271156,18.15489607,MechBurn,None
FFS,380,2009,6/1/09,6/1/09,Post_7,0380-00102,2.00906E+11,0,123.5483074,0,0,24.70966148,24.70966148,74.12898443,0,247.0966148,0,74.12898443,0,0,0,0,0,0,74.12898443,321.2255992,0,9.538230831,0,0,13.49860156,11.091755,16.99615599,0,51.12474337,0,0.936655719,0,0,0,0,0,0,0.936655719,52.06139909,0,0.183211189,0,0,0.259282343,0.21305142,0.326463681,0,0.982008633,0,0.017991367,0,0,0,0,0,0,0.017991367,1,0,0.201202556,0,0,0.259282343,0.21305142,0.326463681,0,30.43903976,21.42414177,79.7130376,1.355137985,1.033669241,0,0,0,0,2.388807225,2.388807225,54.25198876,32.82784699,MechBurn,None
BFRS,380,2016,6/20/16,6/20/16,Post_14,0380-00102,7266,0,172.9676303,0,0,24.70966148,24.70966148,74.12898443,0,296.5159377,0,0,0,0,0,0,0,0,0,296.5159377,0,13.36658521,0,0,16.04686369,12.11002078,19.01624214,0,60.53971181,0,0,0,0,0,0,0,0,0,60.53971181,0,0.220790367,0,0,0.26506343,0.200034331,0.314111871,0,1,0,0,0,0,0,0,0,0,0,1,0,0.220790367,0,0,0.26506343,0.200034331,0.314111871,0,16.18593865,21.86351895,51.74890615,0.496527353,0.56214063,5.346585263,0,0,0,6.405253247,6.405253247,44.45471085,22.5911919,MechBurn,None
FFS,380,2001,5/15/02,6/1/01,Intermediate,0380-00102,2.00205E+11,24.70966148,345.9352607,0,0,24.70966148,24.70966148,123.5483074,0,543.6125525,0,0,0,0,0,0,24.70966148,24.70966148,49.41932296,593.0318755,0.408030551,14.46409596,0,0,11.17995946,10.68475301,16.91858652,0,53.6554255,0,0,0,0,0,0,3.843055876,0.823552174,4.66660805,58.32203355,0.006996165,0.248003972,0,0,0.191693581,0.183202683,0.290089105,0,0.919985505,0,0,0,0,0,0,0.065893722,0.014120773,0.080014495,1,0.006996165,0.248003972,0,0,0.191693581,0.183202683,0.355982827,0.014120773,7.453328331,61.40119211,71.4745002,0.653614479,4.713419474,7.207488394,1.78640763,0,1.78640763,12.57452235,14.36092998,83.21545042,21.81425831,MechBurn,Harvest
FFS,380,2003,7/15/02,6/1/03,Intermediate,0380-00102,2.00207E+11,24.70966148,197.6772918,0,0,24.70966148,24.70966148,74.12898443,0,345.9352607,0,24.70966148,0,0,0,0,0,0,24.70966148,370.6449222,0.436655762,9.458526599,0,0,11.41687917,10.68475301,15.80303778,0,47.79985233,0,0.353691167,0,0,0,0,0,0,0.353691167,48.1535435,0.009067988,0.196424311,0,0,0.23709323,0.221889237,0.328180164,0,0.99265493,0,0.00734507,0,0,0,0,0,0,0.00734507,1,0.009067988,0.203769381,0,0,0.23709323,0.221889237,0.328180164,0,8.579956885,35.75048537,50.01801448,0.622197145,3.098736892,8.888255214,2.737152694,0,2.737152694,12.60918925,15.34634194,59.6767842,23.92629883,MechBurn,Mastication
FFS,380,2003,12/11/02,6/1/03,Intermediate,0380-00102,2.00212E+11,24.70966148,197.6772918,0,0,24.70966148,24.70966148,74.12898443,0,345.9352607,0,24.70966148,0,0,0,0,0,0,24.70966148,370.6449222,0.436655762,9.458526599,0,0,11.41687917,10.68475301,15.80303778,0,47.79985233,0,0.353691167,0,0,0,0,0,0,0.353691167,48.1535435,0.009067988,0.196424311,0,0,0.23709323,0.221889237,0.328180164,0,0.99265493,0,0.00734507,0,0,0,0,0,0,0.00734507,1,0.009067988,0.203769381,0,0,0.23709323,0.221889237,0.328180164,0,3.431982754,3.575048537,10.0036029,0.311098572,1.408516769,0,0,0,0,1.719615341,1.719615341,8.726646632,5.151598095,MechBurn,Burn
FFS,380,2001,6/20/01,6/1/01,Pretreatment,0380-00103,2.00106E+11,24.70966148,469.4835681,0,0,24.70966148,0,49.41932296,49.41932296,617.7415369,0,74.12898443,0,0,0,0,0,24.70966148,98.83864591,716.5801829,9.186150439,12.45474199,0,0,16.67693151,0,8.9735476,16.93622741,64.22759896,0,1.193001762,0,0,0,0,0,11.12111767,12.31411943,76.54171839,0.120014949,0.162718348,0,0,0.217880286,0,0.117237342,0.221267928,0.839118853,0,0.015586294,0,0,0,0,0,0.145294852,0.160881147,1,0.120014949,0.178304643,0,0,0.217880286,0,0.117237342,0.36656278,9.811850704,35.57530728,55.93283994,0.74620539,1.827104674,9.999349524,6.945522823,11.88828431,18.83380714,12.57265959,31.40646672,76.79362471,41.21831743,MechBurn,None
FFS,380,2003,7/1/03,6/1/03,Post_1,0380-00103,2.00307E+11,0,123.5483074,0,0,24.70966148,0,24.70966148,24.70966148,197.6772918,0,0,0,0,0,0,0,24.70966148,24.70966148,222.3869533,0,3.744061163,0,0,16.96601703,0,9.053115983,14.65535119,44.41854537,0,0,0,0,0,0,0,8.453655547,8.453655547,52.87220091,0,0.070813416,0,0,0.320887286,0,0.171226388,0.277184436,0.840111526,0,0,0,0,0,0,0,0.159888474,0.159888474,1,0,0.070813416,0,0,0.320887286,0,0.171226388,0.43707291,3.090654496,0,8.943206786,0.484014354,1.357142114,3.183539373,0,0,0,5.024695841,5.024695841,8.115350337,8.115350337,MechBurn,None
FFS,380,2009,6/1/09,6/1/09,Post_7,0380-00103,2.00906E+11,0,123.5483074,0,0,24.70966148,0,24.70966148,24.70966148,197.6772918,0,0,0,0,0,0,0,24.70966148,24.70966148,222.3869533,0,4.921809084,0,0,18.60039044,0,9.921304079,15.19998707,48.64349067,0,0,0,0,0,0,0,7.605107257,7.605107257,56.24859793,0,0.087501009,0,0,0.33068185,0,0.176383136,0.270228728,0.864794723,0,0,0,0,0,0,0,0.135205277,0.135205277,1,0,0.087501009,0,0,0.33068185,0,0.176383136,0.405434005,12.79365358,3.875887295,39.20464306,0.299853521,0.497237229,1.629869494,1.549506861,0,1.549506861,2.426960244,3.976467105,20.64600798,16.77012068,MechBurn,None
BFRS,380,2016,6/20/16,6/20/16,Post_14,0380-00103,7267,0,98.83864591,0,0,24.70966148,0,24.70966148,24.70966148,172.9676303,0,0,0,0,0,0,0,0,0,172.9676303,0,5.219324926,0,0,20.23374239,0,11.34376188,17.41974422,54.21657341,0,0,0,0,0,0,0,0,0,54.21657341,0,0.096268071,0,0,0.373202162,0,0.209230521,0.321299247,1,0,0,0,0,0,0,0,0,0,1,0,0.096268071,0,0,0.373202162,0,0.209230521,0.321299247,19.65610883,30.89631566,79.8197443,0.750394335,6.047433136,9.613596023,43.17041211,0,43.17041211,16.41142349,59.58183561,110.1342601,79.23794443,MechBurn,None
FFS,380,2001,5/15/02,6/1/01,Intermediate,0380-00103,2.00205E+11,24.70966148,469.4835681,0,0,24.70966148,0,49.41932296,49.41932296,617.7415369,0,74.12898443,0,0,0,0,0,24.70966148,98.83864591,716.5801829,9.186150439,12.45474199,0,0,16.67693151,0,8.9735476,16.93622741,64.22759896,0,1.193001762,0,0,0,0,0,11.12111767,12.31411943,76.54171839,0.120014949,0.162718348,0,0,0.217880286,0,0.117237342,0.221267928,0.839118853,0,0.015586294,0,0,0,0,0,0.145294852,0.160881147,1,0.120014949,0.178304643,0,0,0.217880286,0,0.117237342,0.36656278,13.08246761,39.5281192,67.11940793,0.912028811,4.437254209,8.33279127,8.564580509,10.17265754,18.73723805,13.68207429,32.41931234,85.02989915,45.50177995,MechBurn,Harvest
FFS,380,2003,7/15/02,6/1/03,Intermediate,0380-00103,2.00207E+11,0,123.5483074,0,0,24.70966148,0,24.70966148,24.70966148,197.6772918,0,0,0,0,0,0,0,24.70966148,24.70966148,222.3869533,0,3.744061163,0,0,16.96601703,0,9.053115983,14.65535119,44.41854537,0,0,0,0,0,0,0,8.453655547,8.453655547,52.87220091,0,0.070813416,0,0,0.320887286,0,0.171226388,0.277184436,0.840111526,0,0,0,0,0,0,0,0.159888474,0.159888474,1,0,0.070813416,0,0,0.320887286,0,0.171226388,0.43707291,17.30766518,38.93240804,85.85478515,1.342039799,4.885711611,6.367078746,7.808872993,0,7.808872993,12.59483016,20.40370315,76.64377636,37.71136833,MechBurn,Mastication
FFS,380,2003,12/11/02,6/1/03,Intermediate,0380-00103,2.00212E+11,0,123.5483074,0,0,24.70966148,0,24.70966148,24.70966148,197.6772918,0,0,0,0,0,0,0,24.70966148,24.70966148,222.3869533,0,3.744061163,0,0,16.96601703,0,9.053115983,14.65535119,44.41854537,0,0,0,0,0,0,0,8.453655547,8.453655547,52.87220091,0,0.070813416,0,0,0.320887286,0,0.171226388,0.277184436,0.840111526,0,0,0,0,0,0,0,0.159888474,0.159888474,1,0,0.070813416,0,0,0.320887286,0,0.171226388,0.43707291,0,11.67972241,10.73184814,0.132003915,1.085713691,0,0,0,0,1.217717606,1.217717606,12.89744002,1.217717606,MechBurn,Burn
FFS,380,2001,6/20/01,6/1/01,Pretreatment,0380-00104,2.00106E+11,98.83864591,123.5483074,0,0,24.70966148,0,123.5483074,49.41932296,420.0642451,24.70966148,0,0,0,0,0,0,0,24.70966148,444.7739066,10.53293266,6.048342135,0,0,15.68469437,0,23.1806765,27.99147798,83.43812364,0.419364194,0,0,0,0,0,0,0,0.419364194,83.85748783,0.125605154,0.072126441,0,0,0.187039879,0,0.276429417,0.333798194,0.994999085,0.005000915,0,0,0,0,0,0,0,0.005000915,1,0.130606069,0.072126441,0,0,0.187039879,0,0.276429417,0.333798194,27.45642779,57.33512673,115.8228733,1.106718174,7.49558392,25.12462801,61.92082044,2.438743154,64.3595636,33.7269301,98.0864937,182.8780482,125.5429215,MechBurn,None
FFS,380,2003,7/2/03,6/1/03,Post_1,0380-00104,2.00307E+11,74.12898443,49.41932296,0,0,24.70966148,0,74.12898443,24.70966148,247.0966148,0,0,0,0,0,0,0,24.70966148,24.70966148,271.8062763,10.34765476,3.518125769,0,0,15.68469437,0,23.69835616,8.921051874,62.16988294,0,0,0,0,0,0,0,16.14159155,16.14159155,78.31147449,0.132134592,0.04492478,0,0,0.200286031,0,0.302616651,0.113917557,0.793879611,0,0,0,0,0,0,0,0.206120389,0.206120389,1,0.132134592,0.04492478,0,0,0.200286031,0,0.302616651,0.320037946,3.172934278,0,7.161203454,0.192687933,0.269968005,0,11.93497008,0,11.93497008,0.462655937,12.39762602,15.5705603,15.5705603,MechBurn,None
FFS,380,2009,6/1/09,6/1/09,Post_7,0380-00104,2.00906E+11,0,24.70966148,0,0,0,0,74.12898443,24.70966148,123.5483074,0,0,0,0,24.70966148,0,0,24.70966148,49.41932296,172.9676303,0,2.714562726,0,0,0,0,27.22591369,8.659834694,38.60031111,0,0,0,0,14.75671354,0,0,15.09711097,29.85382451,68.45413562,0,0.039655204,0,0,0,0,0.397724892,0.126505647,0.563885743,0,0,0,0,0.215570811,0,0,0.220543446,0.436114257,1,0,0.039655204,0,0,0.215570811,0,0.397724892,0.347049093,10.25056715,0,24.51682478,0.820912307,1.510604157,0,8.363610353,0,8.363610353,2.331516463,10.69512682,20.94569397,20.94569397,MechBurn,None
BFRS,380,2016,6/20/16,6/20/16,Post_14,0380-00104,7268,0,24.70966148,0,0,0,0,74.12898443,24.70966148,123.5483074,0,0,0,0,24.70966148,0,0,0,24.70966148,148.2579689,0,3.450168345,0,0,0,0,30.21601745,8.72633666,42.39252246,0,0,0,0,14.98912591,0,0,0,14.98912591,57.38164837,0,0.060126686,0,0,0,0,0.526579809,0.152075392,0.738781887,0,0,0,0,0.261218113,0,0,0,0.261218113,1,0,0.060126686,0,0,0.261218113,0,0.526579809,0.152075392,16.50092643,28.97760806,60.39272948,0.17891359,1.690869133,6.225342474,0,26.17234447,26.17234447,8.095125197,34.26746967,79.74600416,50.7683961,MechBurn,None
FFS,380,2001,5/15/02,6/1/01,Intermediate,0380-00104,2.00205E+11,98.83864591,123.5483074,0,0,24.70966148,0,123.5483074,49.41932296,420.0642451,24.70966148,0,0,0,0,0,0,0,24.70966148,444.7739066,10.53293266,6.048342135,0,0,15.68469437,0,23.1806765,27.99147798,83.43812364,0.419364194,0,0,0,0,0,0,0,0.419364194,83.85748783,0.125605154,0.072126441,0,0,0.187039879,0,0.276429417,0.333798194,0.994999085,0.005000915,0,0,0,0,0,0,0,0.005000915,1,0.130606069,0.072126441,0,0,0.187039879,0,0.276429417,0.333798194,22.61117583,68.80215208,115.8228733,0.737812116,4.283190811,29.83549576,1.838558085,3.305403945,5.14396203,34.85649869,40.00046072,131.4137886,62.61163655,MechBurn,Harvest
FFS,380,2003,7/15/02,6/1/03,Intermediate,0380-00104,2.00207E+11,74.12898443,49.41932296,0,0,24.70966148,0,74.12898443,24.70966148,247.0966148,0,0,0,0,0,0,0,24.70966148,24.70966148,271.8062763,10.34765476,3.518125769,0,0,15.68469437,0,23.69835616,8.921051874,62.16988294,0,0,0,0,0,0,0,16.14159155,16.14159155,78.31147449,0.132134592,0.04492478,0,0,0.200286031,0,0.302616651,0.113917557,0.793879611,0,0,0,0,0,0,0,0.206120389,0.206120389,1,0.132134592,0.04492478,0,0,0.200286031,0,0.302616651,0.320037946,33.31580992,56.79923942,128.9016622,1.714922601,7.289136123,27.79768143,23.69877568,3.597752281,27.29652796,36.80174016,64.09826811,154.2133175,97.41407804,MechBurn,Mastication
FFS,380,2003,12/11/02,6/1/03,Intermediate,0380-00104,2.00212E+11,74.12898443,49.41932296,0,0,24.70966148,0,74.12898443,24.70966148,247.0966148,0,0,0,0,0,0,0,24.70966148,24.70966148,271.8062763,10.34765476,3.518125769,0,0,15.68469437,0,23.69835616,8.921051874,62.16988294,0,0,0,0,0,0,0,16.14159155,16.14159155,78.31147449,0.132134592,0.04492478,0,0,0.200286031,0,0.302616651,0.113917557,0.793879611,0,0,0,0,0,0,0,0.206120389,0.206120389,1,0.132134592,0.04492478,0,0,0.200286031,0,0.302616651,0.320037946,0,0,0,0,0.269968005,0,19.69608484,0,19.69608484,0.269968005,19.96605285,19.96605285,19.96605285,MechBurn,Burn
FFS,380,2001,6/21/01,6/1/01,Pretreatment,0380-00107,2.00106E+11,148.2579689,0,0,0,24.70966148,0,296.5159377,49.41932296,518.902891,0,0,0,0,0,0,24.70966148,0,24.70966148,543.6125525,11.30325164,0,0,0,13.46625022,0,20.50308396,10.78211754,56.05470336,0,0,0,0,0,0,1.155410552,0,1.155410552,57.21011391,0.19757436,0,0,0,0.235382335,0,0.358382156,0.188465235,0.979804086,0,0,0,0,0,0,0.020195914,0,0.020195914,1,0.19757436,0,0,0,0.235382335,0,0.37857807,0.188465235,15.17655691,40.08593197,69.33913162,2.093318427,7.982002514,5.92507368,32.98992846,0,32.98992846,16.00039462,48.99032308,104.252812,64.16688,MechBurn,None
FFS,380,2003,7/2/03,6/1/03,Post_1,0380-00107,2.00307E+11,49.41932296,0,0,0,24.70966148,0,74.12898443,24.70966148,172.9676303,0,0,0,0,0,0,49.41932296,0,49.41932296,222.3869533,8.13887526,0,0,0,13.56342068,0,10.14077697,6.461127382,38.30420029,0,0,0,0,0,0,1.70315154,0,1.70315154,40.00735183,0.203434491,0,0,0,0.339023206,0,0.253472837,0.161498502,0.957429036,0,0,0,0,0,0,0.042570964,0,0.042570964,1,0.203434491,0,0,0,0.339023206,0,0.296043801,0.161498502,3.944219191,0,8.553424383,0.246839391,2.497016731,1.476973913,8.728263798,0,8.728263798,4.220830034,12.94909383,16.89331302,16.89331302,MechBurn,None
FFS,380,2009,6/1/09,6/1/09,Post_7,0380-00107,2.00906E+11,49.41932296,0,0,0,24.70966148,0,74.12898443,24.70966148,172.9676303,0,0,0,0,0,0,24.70966148,0,24.70966148,197.6772918,9.704567566,0,0,0,14.62164136,0,7.87135083,7.702607637,39.90016739,0,0,0,0,0,0,3.740121558,0,3.740121558,43.64028895,0.222376336,0,0,0,0.335049142,0,0.180368898,0.176502214,0.91429659,0,0,0,0,0,0,0.08570341,0,0.08570341,1,0.222376336,0,0,0,0.335049142,0,0.266072308,0.176502214,14.15940457,7.325620646,37.92668728,0.543028183,3.030608413,1.500920353,11.60175238,0,11.60175238,5.074556949,16.67630933,38.16133454,30.8357139,MechBurn,None
BFRS,380,2016,6/21/16,6/21/16,Post_14,0380-00107,7269,49.41932296,0,0,0,24.70966148,0,74.12898443,24.70966148,172.9676303,0,0,0,0,0,0,0,0,0,172.9676303,11.91019248,0,0,0,16.04686369,0,12.89631259,7.092151828,47.94552058,0,0,0,0,0,0,0,0,0,47.94552058,0.248410953,0,0,0,0.334689529,0,0.268978466,0.147921052,1,0,0,0,0,0,0,0,0,0,1,0.248410953,0,0,0,0.334689529,0,0.268978466,0.147921052,26.77384824,20.36768509,76.07229705,0.377175796,1.65563368,1.469985518,0,0,0,3.502794994,3.502794994,50.64432832,30.27664323,MechBurn,None
FFS,380,2001,5/15/02,6/1/01,Intermediate,0380-00107,2.00205E+11,148.2579689,0,0,0,24.70966148,0,296.5159377,49.41932296,518.902891,0,0,0,0,0,0,24.70966148,0,24.70966148,543.6125525,11.30325164,0,0,0,13.46625022,0,20.50308396,10.78211754,56.05470336,0,0,0,0,0,0,1.155410552,0,1.155410552,57.21011391,0.19757436,0,0,0,0.235382335,0,0.358382156,0.188465235,0.979804086,0,0,0,0,0,0,0.020195914,0,0.020195914,1,0.19757436,0,0,0,0.235382335,0,0.37857807,0.188465235,13.49027281,40.08593197,65.87217504,0.433100364,4.954346388,4.44380526,16.90464308,23.27578214,40.18042522,9.831252012,50.01167724,103.587882,63.50195005,MechBurn,Harvest
FFS,380,2003,7/15/02,6/1/03,Intermediate,0380-00107,2.00207E+11,49.41932296,0,0,0,24.70966148,0,74.12898443,24.70966148,172.9676303,0,0,0,0,0,0,49.41932296,0,49.41932296,222.3869533,8.13887526,0,0,0,13.56342068,0,10.14077697,6.461127382,38.30420029,0,0,0,0,0,0,1.70315154,0,1.70315154,40.00735183,0.203434491,0,0,0,0.339023206,0,0.253472837,0.161498502,0.957429036,0,0,0,0,0,0,0.042570964,0,0.042570964,1,0.203434491,0,0,0,0.339023206,0,0.296043801,0.161498502,12.62150141,25.46589684,51.3205463,0.721530527,3.884248248,5.90789565,37.3171936,30.5685614,67.885755,10.51367443,78.39942942,116.4868277,91.02093084,MechBurn,Mastication
FFS,380,2001,6/21/01,6/1/01,Pretreatment,0380-00110,2.00106E+11,24.70966148,197.6772918,0,0,24.70966148,74.12898443,0,0,321.2255992,0,0,0,0,49.41932296,0,0,0,49.41932296,370.6449222,0.313014257,5.454432078,0,0,14.89240675,21.75807143,0,0,42.41792451,0,0,0,0,8.72847698,0,0,0,8.72847698,51.14640149,0.006119966,0.106643516,0,0,0.291172132,0.425407669,0,0,0.829343283,0,0,0,0,0.170656717,0,0,0,0.170656717,1,0.006119966,0.106643516,0,0,0.461828849,0.425407669,0,0,14.01090522,71.45263114,107.1609921,1.720425765,7.943696755,3.533031611,3.326815215,0,3.326815215,13.19715413,16.52396935,101.9875057,30.53487456,MechBurn,None
