Source,Unit,Year,Invdate.fuels,Invdate.trees,Timestep,PlotID,InvID.fuels,count.ha_Live_ABCO,count.ha_Live_CADE,count.ha_Live_LIDE,count.ha_Live_OTHER,count.ha_Live_PILA,count.ha_Live_PIPO,count.ha_Live_PSME,count.ha_Live_QUKE,count.ha_Live_(all),count.ha_Snag_ABCO,count.ha_Snag_CADE,count.ha_Snag_LIDE,count.ha_Snag_OTHER,count.ha_Snag_PILA,count.ha_Snag_PIPO,count.ha_Snag_PSME,count.ha_Snag_QUKE,count.ha_Snag_(all),count.ha_(all)_(all),BA.mha.sum_Live_ABCO,BA.mha.sum_Live_CADE,BA.mha.sum_Live_LIDE,BA.mha.sum_Live_OTHER,BA.mha.sum_Live_PILA,BA.mha.sum_Live_PIPO,BA.mha.sum_Live_PSME,BA.mha.sum_Live_QUKE,BA.mha.sum_Live_(all),BA.mha.sum_Snag_ABCO,BA.mha.sum_Snag_CADE,BA.mha.sum_Snag_LIDE,BA.mha.sum_Snag_OTHER,BA.mha.sum_Snag_PILA,BA.mha.sum_Snag_PIPO,BA.mha.sum_Snag_PSME,BA.mha.sum_Snag_QUKE,BA.mha.sum_Snag_(all),BA.mha.sum_(all)_(all),pBA_Live_ABCO,pBA_Live_CADE,pBA_Live_LIDE,pBA_Live_OTHER,pBA_Live_PILA,pBA_Live_PIPO,pBA_Live_PSME,pBA_Live_QUKE,pBA_Live_(all),pBA_Snag_ABCO,pBA_Snag_CADE,pBA_Snag_LIDE,pBA_Snag_OTHER,pBA_Snag_PILA,pBA_Snag_PIPO,pBA_Snag_PSME,pBA_Snag_QUKE,pBA_Snag_(all),pBA_(all)_(all),pBA_ABCO_(all),pBA_CADE_(all),pBA_LIDE_(all),pBA_OTHER_(all),pBA_PILA_(all),pBA_PIPO_(all),pBA_PSME_(all),pBA_QUKE_(all),fuelload_litter_tonha,fuelload_duff_tonha,fuelload_litterduff_tonha,fuelload_1h_tonha,fuelload_10h_tonha,fuelload_100h_tonha,fuelload_1000s_tonha,fuelload_1000r_tonha,fuelload_1000h_tonha,fuelload_1.100h_tonha,fuelload_1.1000h_tonha,fuelload_total_tonha,fuelload_surface_tonha,Treatment,disturbance
FFS,40,2001,7/11/01,6/1/01,Pretreatment,0040-00002,200107402,172.9676303,74.12898443,0,0,0,0,98.83864591,0,345.9352607,0,0,0,0,0,0,24.70966148,0,24.70966148,370.6449222,19.86444095,15.60537827,0,0,0,0,13.47707928,0,48.9468985,0,0,0,0,0,0,2.390952289,0,2.390952289,51.33785079,0.386935578,0.303974125,0,0,0,0,0.262517403,0,0.953427106,0,0,0,0,0,0,0.046572894,0,0.046572894,1,0.386935578,0.303974125,0,0,0,0,0.309090297,0,26.53018392,41.36591163,79.50324937,1.016086443,2.779214165,1.717628525,0,11.2862145,11.2862145,5.512929133,16.79914363,84.69523919,43.32932756,Control,None
FFS,40,2003,6/16/03,6/1/03,Post_1,0040-00002,200306402,172.9676303,74.12898443,0,0,0,0,98.83864591,0,345.9352607,0,0,0,0,0,0,24.70966148,0,24.70966148,370.6449222,21.23365757,16.14859745,0,0,0,0,14.46605606,0,51.84831108,0,0,0,0,0,0,2.390952289,0,2.390952289,54.23926337,0.391481304,0.297728923,0,0,0,0,0.266708196,0,0.955918423,0,0,0,0,0,0,0.044081577,0,0.044081577,1,0.391481304,0.297728923,0,0,0,0,0.310789773,0,21.18959677,18.78620345,49.18232455,1.559477976,5.815190067,1.711304453,0,8.649903781,8.649903781,9.085972496,17.73587628,57.7116765,38.92547305,Control,None
FFS,40,2009,6/1/09,6/1/09,Post_7,0040-00002,200906402,123.5483074,74.12898443,0,0,0,0,148.2579689,0,345.9352607,0,0,0,0,0,0,24.70966148,0,24.70966148,370.6449222,15.10235084,17.79086947,0,0,0,0,22.30068899,0,55.1939093,0,0,0,0,0,0,2.243440269,0,2.243440269,57.43734957,0.262936068,0.309743914,0,0,0,0,0.388261108,0,0.96094109,0,0,0,0,0,0,0.03905891,0,0.03905891,1,0.262936068,0.309743914,0,0,0,0,0.427320018,0,5.202603006,55.55974166,62.99047379,1.461918023,5.417734766,1.768567186,0,0,0,8.648219975,8.648219975,69.41056464,13.85082298,Control,None
BFRS,40,2016,7/13/16,7/13/16,Post_14,0040-00002,7125,123.5483074,74.12898443,0,0,0,0,123.5483074,0,321.2255992,49.41932296,0,0,0,0,0,24.70966148,0,74.12898443,395.3545836,14.98336645,18.81603822,0,0,0,0,19.44256755,0,53.24197222,8.340828301,0,0,0,0,0,2.489214577,0,10.83004288,64.0720151,0.233851962,0.293670149,0,0,0,0,0.303448667,0,0.830970778,0.13017896,0,0,0,0,0,0.038850262,0,0.169029222,1,0.364030922,0.293670149,0,0,0,0,0.342298929,0,41.44487195,42.74787786,102.2029268,0.346392688,6.355086652,0,0,0,0,6.70147934,6.70147934,90.89422915,48.14635129,Control,None
FFS,40,2001,7/11/01,6/1/01,Pretreatment,0040-00003,200107403,98.83864591,98.83864591,0,0,24.70966148,24.70966148,123.5483074,0,370.6449222,0,0,0,0,0,0,0,0,0,370.6449222,13.49378864,9.871292439,0,0,10.88730307,13.30507572,8.861880167,0,56.41934003,0,0,0,0,0,0,0,0,0,56.41934003,0.239169558,0.174962919,0,0,0.192971117,0.235824732,0.157071674,0,1,0,0,0,0,0,0,0,0,0,1,0.239169558,0.174962919,0,0,0.192971117,0.235824732,0.157071674,0,22.01524479,18.29142213,59.10624656,0.215513037,0,1.730367667,0,13.80398091,13.80398091,1.945880703,15.74986161,56.05652853,37.7651064,Control,None
FFS,40,2003,6/16/03,6/1/03,Post_1,0040-00003,200306403,98.83864591,98.83864591,0,0,24.70966148,24.70966148,123.5483074,0,370.6449222,0,0,0,0,0,0,0,0,0,370.6449222,13.91179435,9.975255324,0,0,11.03314609,13.56342068,8.991984177,0,57.47560062,0,0,0,0,0,0,0,0,0,57.47560062,0.242046959,0.173556348,0,0,0.191962258,0.235985714,0.156448721,0,1,0,0,0,0,0,0,0,0,0,1,0.242046959,0.173556348,0,0,0.191962258,0.235985714,0.156448721,0,12.84968099,54.87454923,76.51106025,0.670169608,0,3.457814342,0,30.32126547,30.32126547,4.12798395,34.44924942,102.1734796,47.29893041,Control,None
FFS,40,2009,6/1/09,6/1/09,Post_7,0040-00003,200906403,172.9676303,98.83864591,0,0,24.70966148,24.70966148,74.12898443,0,395.3545836,0,0,0,0,0,0,0,0,0,395.3545836,18.25382161,10.78332077,0,0,12.98563777,14.99458419,8.574288978,0,65.59165333,0,0,0,0,0,0,0,0,0,65.59165333,0.278294885,0.164400808,0,0,0.197976985,0.228605065,0.130722257,0,1,0,0,0,0,0,0,0,0,0,1,0.278294885,0.164400808,0,0,0.197976985,0.228605065,0.130722257,0,12.9186591,66.0206618,87.34953166,0.934948104,0.995215456,1.74119211,0,18.73765123,18.73765123,3.671355671,22.4090069,101.3483278,35.327666,Control,None
BFRS,40,2016,7/13/16,7/13/16,Post_14,0040-00003,7050,98.83864591,98.83864591,0,0,24.70966148,24.70966148,148.2579689,0,395.3545836,0,0,0,0,0,0,0,0,0,395.3545836,19.43367795,11.97454821,0,0,16.31693239,16.68052975,3.469199612,0,67.87488791,0,0,0,0,0,0,0,0,0,67.87488791,0.28631617,0.176420891,0,0,0.240397191,0.245754067,0.051111681,0,1,0,0,0,0,0,0,0,0,0,1,0.28631617,0.176420891,0,0,0.240397191,0.245754067,0.051111681,0,37.01210562,150.1333981,214.9366975,0.149110964,1.629929394,0,0,0,0,1.779040358,1.779040358,188.9245441,38.79114598,Control,None
FFS,40,2001,7/11/01,6/1/01,Pretreatment,0040-00005,200107405,222.3869533,197.6772918,0,0,0,24.70966148,123.5483074,0,568.322214,0,123.5483074,0,0,0,0,0,0,123.5483074,691.8705214,21.52072477,22.56681612,0,0,0,12.89056326,8.000173983,0,64.97827813,0,6.209536035,0,0,0,0,0,0,6.209536035,71.18781417,0.30230911,0.31700392,0,0,0,0.181078228,0.112381228,0,0.912772486,0,0.087227514,0,0,0,0,0,0,0.087227514,1,0.30230911,0.404231433,0,0,0,0.181078228,0.112381228,0,31.85971252,126.8928702,174.4175298,0.255416497,1.266024897,3.807945812,0,14.79916964,14.79916964,5.329387206,20.12855684,178.8811396,51.98826937,Control,None
FFS,40,2003,6/12/03,6/1/03,Post_1,0040-00005,200306405,197.6772918,197.6772918,0,0,0,24.70966148,123.5483074,0,543.6125525,24.70966148,123.5483074,0,0,0,0,0,0,148.2579689,691.8705214,21.78005948,23.21392056,0,0,0,13.24087762,8.425806613,0,66.66066427,0.61488894,6.209536035,0,0,0,0,0,0,6.824424976,73.48508924,0.296387467,0.31589974,0,0,0,0.180184548,0.114660085,0,0.907131841,0.008367533,0.084500626,0,0,0,0,0,0,0.092868159,1,0.304755001,0.400400366,0,0,0,0.180184548,0.114660085,0,48.98504331,76.85720464,151.5993428,0.169918407,5.066284344,15.1996895,0,21.98356046,21.98356046,20.43589225,42.41945271,168.2617007,91.40449602,Control,None
FFS,40,2009,6/1/09,6/1/09,Post_7,0040-00005,200906405,197.6772918,172.9676303,0,0,0,24.70966148,123.5483074,0,518.902891,0,123.5483074,0,0,0,0,0,0,123.5483074,642.4511984,24.47205195,20.73268726,0,0,0,14.31999956,9.906050238,0,69.43078901,0,5.011313811,0,0,0,0,0,0,5.011313811,74.44210282,0.328739396,0.278507544,0,0,0,0.192364254,0.133070532,0,0.932681727,0,0.067318273,0,0,0,0,0,0,0.067318273,1,0.328739396,0.345825818,0,0,0,0.192364254,0.133070532,0,52.49835709,79.98371661,161.4374752,0.234543887,2.105828332,3.772007648,0,4.561101843,4.561101843,6.112379867,10.67348171,143.1555554,63.17183879,Control,None
BFRS,40,2016,7/18/16,7/18/16,Post_14,0040-00005,7051,172.9676303,148.2579689,0,0,0,24.70966148,123.5483074,0,469.4835681,24.70966148,0,0,0,0,0,0,0,24.70966148,494.1932296,26.14745814,20.76373813,0,0,0,16.04686369,11.51466766,0,74.47272762,1.014166192,0,0,0,0,0,0,0,1.014166192,75.48689382,0.346384078,0.275064148,0,0,0,0.212578143,0.152538634,0,0.986565003,0.013434997,0,0,0,0,0,0,0,0.013434997,1,0.359819075,0.275064148,0,0,0,0.212578143,0.152538634,0,37.94232562,43.03883114,103.5867614,0.194878011,1.035665218,1.798867546,6.347390336,0,6.347390336,3.029410775,9.376801111,90.35795787,47.31912673,Control,None
FFS,40,2001,7/9/01,6/1/01,Pretreatment,0040-00007,200107407,247.0966148,74.12898443,0,0,24.70966148,0,197.6772918,98.83864591,642.4511984,0,0,0,0,0,0,0,0,0,642.4511984,21.68382055,3.830324935,0,0,2.283205054,0,12.89776323,1.540405086,42.23551885,0,0,0,0,0,0,0,0,0,42.23551885,0.51340249,0.090689662,0,0,0.054058885,0,0.30537717,0.036471793,1,0,0,0,0,0,0,0,0,0,1,0.51340249,0.090689662,0,0,0.054058885,0,0.30537717,0.036471793,33.19090811,62.61671591,114.4633114,1.208429524,2.334636194,1.508017395,0,8.453578761,8.453578761,5.051083113,13.50466187,109.3122859,46.69556998,Control,None
FFS,40,2003,6/12/03,6/1/03,Post_1,0040-00007,200306407,247.0966148,74.12898443,0,0,24.70966148,0,197.6772918,98.83864591,642.4511984,0,0,0,0,0,0,0,0,0,642.4511984,21.85735725,3.649200125,0,0,2.283205054,0,12.95629451,1.749475864,42.4955328,0,0,0,0,0,0,0,0,0,42.4955328,0.514344822,0.085872558,0,0,0.053728119,0,0.304886035,0.041168465,1,0,0,0,0,0,0,0,0,0,1,0.514344822,0.085872558,0,0,0.053728119,0,0.304886035,0.041168465,14.16501725,58.95223696,81.23553538,0.857968787,1.297388293,3.007983807,3.814144328,3.392766868,7.206911196,5.163340887,12.37025208,85.48750629,26.53526933,Control,None
FFS,40,2009,6/1/09,6/1/09,Post_7,0040-00007,200906407,247.0966148,49.41932296,0,0,24.70966148,24.70966148,197.6772918,98.83864591,642.4511984,0,0,0,0,0,0,0,0,0,642.4511984,23.96586118,2.192205993,0,0,2.613899017,1.7349983,14.17887242,1.968133663,46.65397058,0,0,0,0,0,0,0,0,0,46.65397058,0.513693923,0.046988626,0,0,0.056027365,0.037188653,0.303915663,0.04218577,1,0,0,0,0,0,0,0,0,0,1,0.513693923,0.046988626,0,0,0.056027365,0.037188653,0.303915663,0.04218577,11.30661327,95.12983179,113.1706569,0.537596903,5.282691003,3.027565786,2.357564635,4.444071928,6.801636563,8.847853693,15.64949026,122.0859353,26.95610352,Control,None
BFRS,40,2016,7/21/16,7/21/16,Post_14,0040-00007,7052,271.8062763,49.41932296,0,0,0,24.70966148,197.6772918,98.83864591,642.4511984,0,0,0,0,0,0,0,0,0,642.4511984,26.58743098,2.201867489,0,0,0,2.0835481,15.55380363,2.230915212,48.65756541,0,0,0,0,0,0,0,0,0,48.65756541,0.546419262,0.045252315,0,0,0,0.04282064,0.319658485,0.045849298,1,0,0,0,0,0,0,0,0,0,1,0.546419262,0.045252315,0,0,0,0.04282064,0.319658485,0.045849298,44.58313895,10.24812949,80.5762784,0.637774713,6.769493073,0,18.76208081,0,18.76208081,7.407267786,26.1693486,81.00061704,70.75248755,Control,None
FFS,40,2001,7/10/01,6/1/01,Pretreatment,0040-00012,2001074012,24.70966148,543.6125525,0,0,0,0,49.41932296,98.83864591,716.5801829,0,0,0,0,0,0,0,0,0,716.5801829,0.448377543,23.19659017,0,0,0,0,5.144891661,24.92248663,53.71234601,0,0,0,0,0,0,0,0,0,53.71234601,0.008347756,0.431867008,0,0,0,0,0.095786016,0.46399922,1,0,0,0,0,0,0,0,0,0,1,0.008347756,0.431867008,0,0,0,0,0.095786016,0.46399922,16.22036562,4.185973805,36.20985745,0.347711708,0.733041228,7.667014156,1.975325204,4.111366738,6.086691942,8.747767093,14.83445903,35.24079846,31.05482465,Control,None
FFS,40,2003,6/11/03,6/1/03,Post_1,0040-00012,2003064012,24.70966148,543.6125525,0,0,0,0,49.41932296,98.83864591,716.5801829,0,0,0,0,0,0,0,0,0,716.5801829,0.466251319,23.49145896,0,0,0,0,5.57809299,25.82896458,55.36476785,0,0,0,0,0,0,0,0,0,55.36476785,0.008421444,0.424303395,0,0,0,0,0.100751673,0.466523488,1,0,0,0,0,0,0,0,0,0,1,0.008421444,0.424303395,0,0,0,0,0.100751673,0.466523488,32.26604481,75.27597746,136.6278882,0.797193059,17.12839428,19.10455862,0,0,0,37.03014596,37.03014596,144.5721682,69.29619077,Control,None
FFS,40,2009,6/1/09,6/1/09,Post_7,0040-00012,2009064012,24.70966148,494.1932296,0,0,0,0,49.41932296,98.83864591,667.1608599,0,24.70966148,0,0,0,0,0,0,24.70966148,691.8705214,0.547740987,23.44430014,0,0,0,0,7.034698983,26.84416012,57.87090022,0,1.565284761,0,0,0,0,0,0,1.565284761,59.43618499,0.009215615,0.394444902,0,0,0,0,0.118357176,0.451646756,0.973664448,0,0.026335552,0,0,0,0,0,0,0.026335552,1,0.009215615,0.420780454,0,0,0,0,0.118357176,0.451646756,6.096004701,74.93811753,84.07415601,0.444735605,1.796185296,1.938351771,11.5661167,1.000841349,12.56695805,4.179272672,16.74623072,97.78035295,22.84223542,Control,None
BFRS,40,2016,7/21/16,7/21/16,Post_14,0040-00012,7053,24.70966148,518.902891,0,0,0,0,49.41932296,98.83864591,691.8705214,0,0,0,0,0,0,0,0,0,691.8705214,0.613507944,26.58092029,0,0,0,0,8.971739837,28.06197854,64.22814661,0,0,0,0,0,0,0,0,0,64.22814661,0.009552011,0.413851585,0,0,0,0,0.139685485,0.436910919,1,0,0,0,0,0,0,0,0,0,1,0.009552011,0.413851585,0,0,0,0,0.139685485,0.436910919,35.81399353,153.5778809,217.6346164,0.461036556,2.462807361,5.699489863,5.60743555,3.283242999,8.890678548,8.62333378,17.51401233,206.9058868,53.32800586,Control,None
FFS,40,2001,7/11/01,6/1/01,Pretreatment,0040-00101,20010740101,345.9352607,24.70966148,0,0,0,0,49.41932296,172.9676303,593.0318755,24.70966148,0,0,0,0,0,0,0,24.70966148,617.7415369,10.04645932,1.543316124,0,0,0,0,1.390622456,41.15897803,54.13937593,0.313014257,0,0,0,0,0,0,0,0.313014257,54.45239019,0.184499878,0.028342486,0,0,0,0,0.025538318,0.755870916,0.994251597,0.005748403,0,0,0,0,0,0,0,0.005748403,1,0.19024828,0.028342486,0,0,0,0,0.025538318,0.755870916,9.316509226,80.40466063,104.4445143,0.370914103,1.250609803,1.567858502,0,19.19500801,19.19500801,3.189382408,22.38439041,112.1055603,31.70089964,Control,None
FFS,40,2003,6/12/03,6/1/03,Post_1,0040-00101,20030640101,321.2255992,24.70966148,0,0,0,0,49.41932296,172.9676303,568.322214,24.70966148,0,0,0,0,0,0,0,24.70966148,593.0318755,10.14997585,1.632122203,0,0,0,0,1.446689056,42.08626021,55.31504731,0.353691167,0,0,0,0,0,0,0,0.353691167,55.66873848,0.18232811,0.029318469,0,0,0,0,0.025987459,0.756012465,0.993646503,0.006353497,0,0,0,0,0,0,0,0.006353497,1,0.188681607,0.029318469,0,0,0,0,0.025987459,0.756012465,5.324117432,67.71305549,80.34057106,0.370995329,1.750867873,0,7.853029197,13.50326309,21.35629229,2.121863202,23.47815549,96.51532841,28.80227292,Control,None
FFS,40,2009,6/1/09,6/1/09,Post_7,0040-00101,20090640101,321.2255992,24.70966148,0,0,0,0,49.41932296,148.2579689,543.6125525,0,0,0,0,0,0,0,0,0,543.6125525,11.17242957,2.283205054,0,0,0,0,1.75417234,40.08670673,55.2965137,0,0,0,0,0,0,0,0,0,55.2965137,0.202045822,0.041290217,0,0,0,0,0.031723019,0.724940942,1,0,0,0,0,0,0,0,0,0,1,0.202045822,0.041290217,0,0,0,0,0.031723019,0.724940942,30.54681742,101.1813589,184.5414606,0.808778964,3.430928202,3.202108463,15.86292297,2.005499093,17.86842207,7.44181563,25.3102377,157.038414,55.85705512,Control,None
BFRS,40,2016,7/18/16,7/18/16,Post_14,0040-00101,7054,345.9352607,49.41932296,0,0,0,0,24.70966148,148.2579689,568.322214,0,0,0,0,0,0,0,0,0,568.322214,13.58281546,2.049617354,0,0,0,0,1.542659464,46.15545465,63.33054693,0,0,0,0,0,0,0,0,0,63.33054693,0.214474943,0.032363803,0,0,0,0,0.024358853,0.728802401,1,0,0,0,0,0,0,0,0,0,1,0.214474943,0.032363803,0,0,0,0,0.024358853,0.728802401,32.60404248,135.0021422,223.3561615,0.452977055,1.499122902,1.565881563,5.578780525,12.8850949,18.46387542,3.51798152,21.98185694,189.5880416,54.58589942,Control,None
FFS,40,2001,7/11/01,6/1/01,Pretreatment,0040-00103,20010740103,123.5483074,74.12898443,296.5159377,0,0,24.70966148,24.70966148,0,543.6125525,49.41932296,0,74.12898443,0,0,0,24.70966148,0,148.2579689,691.8705214,26.75995348,25.44561964,8.061790963,0,0,13.72614772,1.987268889,0,75.98078069,5.084089772,0,1.689993646,0,0,0,2.628163106,0,9.402246523,85.38302722,0.31341069,0.298017305,0.094419128,0,0,0.160759675,0.023274753,0,0.889881551,0.059544501,0,0.019793087,0,0,0,0.030780861,0,0.110118449,1,0.372955191,0.298017305,0.114212214,0,0,0.160759675,0.054055614,0,47.4813038,230.3774122,307.1771384,0.40720637,3.782033116,7.204105013,8.46400228,68.74114131,77.20514359,11.3933445,88.59848809,366.4572041,136.0797919,Control,None
FFS,40,2003,6/12/03,6/1/03,Post_1,0040-00103,20030640103,123.5483074,49.41932296,271.8062763,0,0,24.70966148,24.70966148,0,494.1932296,49.41932296,0,49.41932296,0,0,0,24.70966148,0,123.5483074,617.7415369,27.40682503,23.84266604,7.74730178,0,0,14.12065165,2.024704843,0,75.14214934,5.062955633,0,1.142252659,0,0,0,2.671188253,0,8.876396545,84.01854589,0.326199707,0.283778608,0.092209425,0,0,0.16806589,0.024098309,0,0.894351938,0.060259977,0,0.013595244,0,0,0,0.031792841,0,0.105648062,1,0.386459684,0.283778608,0.105804669,0,0,0.16806589,0.055891149,0,22.52418514,276.2755449,310.0585412,0.838790426,3.792306955,16.10711679,3.029532215,37.71499584,40.74452805,20.73821417,61.48274222,360.2824722,84.00692736,Control,None
FFS,40,2009,6/1/09,6/1/09,Post_7,0040-00103,20090640103,123.5483074,49.41932296,197.6772918,0,0,24.70966148,24.70966148,0,420.0642451,0,0,24.70966148,0,0,0,49.41932296,0,74.12898443,494.1932296,29.95998038,29.02237372,6.838999575,0,0,15.30321249,2.29653761,0,83.42110377,0,0,0.466251319,0,0,0,7.771851537,0,8.238102856,91.65920662,0.32686275,0.316633482,0.07461334,0,0,0.166957724,0.025055177,0,0.910122473,0,0,0.005086792,0,0,0,0.084790735,0,0.089877527,1,0.32686275,0.316633482,0.079700132,0,0,0.166957724,0.109845912,0,18.34297117,69.52389547,98.68616558,0.272703928,0.930670194,5.563002526,9.88232221,0,9.88232221,6.766376647,16.64869886,104.5155655,34.99167002,Control,None
BFRS,40,2016,7/18/16,7/18/16,Post_14,0040-00103,7055,123.5483074,49.41932296,197.6772918,0,0,24.70966148,24.70966148,0,420.0642451,0,0,0,0,0,0,0,0,0,420.0642451,33.03114248,28.65570399,8.038957352,0,0,16.77205512,2.560331416,0,89.05819035,0,0,0,0,0,0,0,0,0,89.05819035,0.370893933,0.321763825,0.090266345,0,0,0.188326925,0.028748972,0,1,0,0,0,0,0,0,0,0,0,1,0.370893933,0.321763825,0.090266345,0,0,0.188326925,0.028748972,0,17.3277523,8.926211317,38.00164062,0.177131507,4.033658555,3.664528125,17.74992494,38.18743765,55.93736259,7.875318187,63.81268078,90.0666444,81.14043308,Control,None
FFS,40,2001,7/11/01,6/1/01,Pretreatment,0040-00104,20010740104,74.12898443,148.2579689,98.83864591,0,0,49.41932296,74.12898443,24.70966148,469.4835681,0,98.83864591,24.70966148,0,0,0,0,24.70966148,148.2579689,617.7415369,13.59161894,14.81058716,2.221898585,0,0,28.92508682,6.594530569,1.598528819,67.74225088,0,6.795042895,0.353691167,0,0,0,0,0.760828999,7.909563061,75.65181395,0.179660186,0.195773061,0.029370064,0,0,0.382344921,0.087169497,0.021130079,0.895447807,0,0.08981996,0.00467525,0,0,0,0,0.010056983,0.104552193,1,0.179660186,0.285593021,0.034045314,0,0,0.382344921,0.087169497,0.031187062,20.83347434,60.65093099,97.73363898,0.988519982,3.727019213,7.63087366,0,24.2931371,24.2931371,12.34641286,36.63954996,118.1239553,57.4730243,Control,None
FFS,40,2003,6/16/03,6/1/03,Post_1,0040-00104,20030640104,74.12898443,148.2579689,98.83864591,0,0,49.41932296,74.12898443,24.70966148,469.4835681,0,98.83864591,0,0,0,0,0,24.70966148,123.5483074,593.0318755,14.12627966,15.97399336,2.205208631,0,0,29.27844807,6.721820575,1.654711861,69.96046215,0,6.795042895,0,0,0,0,0,0.760828999,7.555871894,77.51633405,0.182236168,0.206072611,0.028448309,0,0,0.37770682,0.086714893,0.021346622,0.902525423,0,0.087659498,0,0,0,0,0,0.00981508,0.097474577,1,0.182236168,0.293732109,0.028448309,0,0,0.37770682,0.086714893,0.031161701,15.33914661,11.37656407,39.87666202,1.310418019,5.84645678,36.32762526,36.53850403,11.45594835,47.99445238,43.48450006,91.47895244,118.1946631,106.818099,Control,None
FFS,40,2009,6/1/09,6/1/09,Post_7,0040-00104,20090640104,98.83864591,148.2579689,74.12898443,0,0,49.41932296,49.41932296,0,420.0642451,0,74.12898443,0,0,0,0,0,0,74.12898443,494.1932296,18.67140037,16.56256652,2.006210045,0,0,32.41782833,2.559579041,0,72.2175843,0,2.837816092,0,0,0,0,0,0,2.837816092,75.0554004,0.248768247,0.220671217,0.026729723,0,0,0.431918665,0.03410253,0,0.962190381,0,0.037809619,0,0,0,0,0,0,0.037809619,1,0.248768247,0.258480836,0.026729723,0,0,0.431918665,0.03410253,0,26.22918312,33.92761091,82.87494287,0.910603754,2.198794734,7.700229377,3.104512888,21.01844603,24.12295891,10.80962786,34.93258678,95.08938081,61.1617699,Control,None
BFRS,40,2016,7/18/16,7/18/16,Post_14,0040-00104,7056,0,0,74.12898443,0,0,24.70966148,0,0,98.83864591,0,0,0,0,0,0,0,0,0,98.83864591,0,0,2.078039049,0,0,23.15053444,0,0,25.22857349,0,0,0,0,0,0,0,0,0,25.22857349,0,0,0.082368472,0,0,0.917631528,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.082368472,0,0,0.917631528,0,0,13.48578347,95.38953742,144.6130541,0.50413737,3.29002279,1.894113741,2.303617489,8.686130813,10.9897483,5.6882739,16.6780222,125.5533431,30.16380567,Control,None
FFS,40,2001,7/11/01,6/1/01,Pretreatment,0040-00105,20010740105,247.0966148,98.83864591,0,0,24.70966148,0,172.9676303,0,543.6125525,0,74.12898443,0,0,0,0,24.70966148,0,98.83864591,642.4511984,53.85325967,11.18223007,0,0,16.14159155,0,20.33038175,0,101.507463,0,6.129890024,0,0,0,0,1.174429337,0,7.304319361,108.8117824,0.494921216,0.102766721,0,0,0.148344152,0,0.186839893,0,0.932871981,0,0.0563348,0,0,0,0,0.010793218,0,0.067128019,1,0.494921216,0.159101521,0,0,0.148344152,0,0.197633111,0,7.03899336,0,11.06307869,0.505827574,2.328142924,3.137155469,0,0,0,5.971125968,5.971125968,13.01011933,13.01011933,Control,None
FFS,40,2003,6/12/03,6/1/03,Post_1,0040-00105,20030640105,247.0966148,98.83864591,0,0,24.70966148,0,148.2579689,0,518.902891,0,74.12898443,0,0,0,0,49.41932296,0,123.5483074,642.4511984,55.85477324,11.80525051,0,0,17.14795694,0,20.73540423,0,105.5433849,0,6.061286553,0,0,0,0,1.690051867,0,7.75133842,113.2947233,0.493004189,0.104199473,0,0,0.151357066,0,0.1830218,0,0.931582529,0,0.053500166,0,0,0,0,0.014917304,0,0.068417471,1,0.493004189,0.15769964,0,0,0.151357066,0,0.197939105,0,4.679555369,11.1367755,18.42136848,0.669970667,3.624406411,6.270039965,2.890335483,2.433700399,5.324035882,10.56441704,15.88845293,31.70478379,20.5680083,Control,None
FFS,40,2009,6/1/09,6/1/09,Post_7,0040-00105,20090640105,247.0966148,98.83864591,0,0,24.70966148,0,123.5483074,0,494.1932296,24.70966148,24.70966148,0,0,0,0,24.70966148,0,74.12898443,568.322214,65.03743043,13.39541495,0,0,20.15139171,0,7.409524289,0,105.9937614,0.503046844,2.43199793,0,0,0,0,1.242217718,0,4.177262493,110.1710239,0.590331542,0.12158746,0,0,0.182910088,0,0.067254747,0,0.962083837,0.004566054,0.022074751,0,0,0,0,0.011275358,0,0.037916163,1,0.594897596,0.143662211,0,0,0.182910088,0,0.078530104,0,23.28525336,33.80878003,70.93695223,0.399967468,3.277587289,4.701701551,0,0,0,8.379256307,8.379256307,65.47328969,31.66450967,Control,None
BFRS,40,2016,7/15/16,7/15/16,Post_14,0040-00105,7126,172.9676303,98.83864591,0,0,24.70966148,0,123.5483074,0,420.0642451,74.12898443,24.70966148,0,0,0,0,0,0,98.83864591,518.902891,58.40420335,14.81471437,0,0,25.01722626,0,9.695929622,0,107.9320736,13.64942489,2.384417403,0,0,0,0,0,0,16.0338423,123.9659159,0.471131141,0.119506352,0,0,0.201807296,0,0.07821448,0,0.870659268,0.110106272,0.01923446,0,0,0,0,0,0,0.129340732,1,0.581237413,0.138740812,0,0,0.201807296,0,0.07821448,0,10.47284366,51.42118579,67.93107544,0.288639059,1.284856611,0,0,0,0,1.57349567,1.57349567,63.46752511,12.04633933,Control,None
